V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
56,4728.651652,2375.591173,1397.696347,1106.909839,809.83,706.44,755.5,657.69,613.68,621.41,633.93,581.71
57,5615.213626,3395.860539,2142.158209,1768.287093,1026.71,929.49,878.72,675.27,666.96,637.97,617.49,559.44
58,4061.960935,4418.754621,2748.698992,2076.471175,1565,1246.68,1123.8,937.91,954.89,923.3,694.25,635.16
59,4659.883038,2591.448846,1631.491161,1604.644085,1130.4,957.36,808.17,738.19,654.64,626.51,664.34,598.29
60,5263.644849,5416.02811,3105.83863,2130.965537,1821.56,1626.47,1529.4,1174.69,1114.45,1007.34,945.88,804.39
61,4561.020599,2360.417321,1394.792556,1093.053692,744.44,689.41,734.42,630.82,595.37,614.44,605.93,557.18
62,5202.108701,2476.284049,1423.717367,1127.865227,845.03,817.27,808.35,646.86,634.64,645.01,660.64,627.4
63,4628.014532,2375.078805,1394.792556,1097.38143,780.08,699.15,771.53,647.52,601.71,615.39,616.21,583.97
64,3961.015246,2360.110231,1502.321597,1289.368239,838.99,735.17,726.5,605.48,568.39,551.4,560.7,534.69
65,5133.146228,3688.044938,1400.302129,1078.709191,1.56,1.3,1.24,1.23,1.17,1.14,1.14,1.09
66,5576.77698,2835.657522,1590.58023,1468.992339,791.89,760.9,797.14,703.44,650.17,663.17,625.5,608.14
67,7506.39713,5134.321289,3838.462363,2450.341693,1323.69,1187.76,974.83,761.33,827.58,695.23,585.1,560.17
68,9511.475317,5214.323766,3860.135662,2487.736271,1394.55,1184.58,1074.19,830.63,882.83,782.98,649.91,649.41
69,5153.110605,2468.212362,1459.652106,1318.253108,1526.63,1239.07,1004.09,874.86,756.81,714.24,865.05,756.58
70,2464.60735,1551.536081,1164.608514,1306.449185,1391.25,1076.16,956.35,842.75,819.15,834.5,648.47,614.96
71,3419.537635,1833.495382,1123.016193,966.5741917,789.96,752.38,800.24,654.93,644.38,574.07,1.15,1.1
72,4674.859458,2372.992705,1397.262777,1104.936767,776.95,762.03,759.37,645.93,615.36,615.58,628.18,588.77
73,11944.61712,6640.480044,5500.481941,4322.503044,1157.95,798.22,1.49,1.64,1.46,1.4,1.2,1.15
74,4634.583449,1632.333642,691.1265074,739.5066625,771.62,721.2,811.13,707.57,650.26,666.11,626.7,610.65
75,3074.015273,1762.722439,890.1799442,865.9904434,752.28,735.48,733.96,639.3,636.72,638.66,619,603.73
76,4561.020599,2370.050568,1399.5647,1109.067226,1164.22,1034.72,1236.75,956.35,738.7,717.59,805.05,621.44
77,3839.280832,2317.851028,1362.29016,1078.947755,822.63,767.34,804.75,624.86,566.05,542.46,562.5,539.26
78,11974.48339,4886.122842,2098.733065,1770.373201,1700.46,1478.49,1619.11,1181.71,1081.32,995.05,1136.35,919.83
79,3468.155686,1270.927312,846.6967748,658.4488986,747.17,743.07,807.26,652.21,643.03,644.65,621.77,608.28
80,9158.330672,3412.297899,1698.014746,1363.040264,936.22,862.08,928.3,709.48,678.54,792.85,747.47,740.42
81,6867.51372,2980.177051,1787.249781,1536.845334,2059.25,1650.26,1548.92,1164.32,1105.83,1129.51,1083.59,866.81
82,7388.303513,3273.32087,1790.926337,1573.719817,1002,873.85,845.33,724.45,675.21,635.9,682.18,664.46
83,10516.52898,5528.619538,4241.953533,2645.791207,1472.63,1418.74,1298.78,883.77,913.15,832.81,709.97,702.24
84,10375.81087,3434.245423,1519.515011,1117.804126,784.92,771.86,1021.26,730.75,646.31,1.16,1.17,1.13
85,34872.77339,13765.08138,5572.857739,4280.791075,4184.68,3412.71,3130.54,3122.31,2507.33,2361.83,2373.4,2306.24
86,3627.804008,2267.565737,1321.770539,1057.520263,850.55,788.28,759.61,617.57,583.98,604.12,644.89,537.35
87,17767.37443,8925.119419,5436.319711,4245.963087,6554.79,3863.46,3004.65,2024.23,2177.11,1735.04,1562.31,1430.31
88,4998.616742,2219.49706,1140.383702,1094.342921,1372.21,1301.11,1020.09,1013.91,775.27,770.76,803.14,700.27
89,2314.069133,1293.9832,781.5983462,454.6552405,805.19,737.64,738.64,695.27,646.61,658.37,641.46,551.72
90,4628.014532,2387.60774,1394.792556,1101.610046,805.16,696.3,770.14,647.53,604.2,622.05,614.64,574.98
91,3598.9041,2197.320279,1315.593746,1058.120053,718.13,625.1,638.34,588.4,554.43,550.91,545.93,540.61
92,12311.28925,5573.571039,4318.478771,2842.974604,1193.68,1106.03,1083.35,930.59,798.23,769.31,640.39,559.62
93,3939.840991,2390.937792,1388.645192,1092.406944,1519.31,1111.36,1290.59,984.79,830.5,1011.28,789.37,614.23
94,15723.58134,7543.463418,5395.487087,4349.227092,3234.87,2426.53,2446.66,1666.53,1455.86,1184.79,1100.8,1075.82
95,5019.740704,2496.771182,1541.378039,1352.353788,873.03,712.29,763.29,685.69,606.3,658,613.95,596.58
96,48075.98541,19325.29198,7138.963922,3673.703272,971.66,817.93,2.09,1.63,1.43,1.36,1.26,1.18
97,6321.66307,3786.856916,2385.649157,1845.559718,1828.04,1692.41,1274.71,1024.59,809.69,707.99,728.11,610.71
98,2916.575227,2097.054078,1488.700632,1773.501232,1537.38,1213.78,1051.96,871.72,949.67,917.05,689.14,640.86
99,4746.206927,2386.05525,1402.190157,1108.277669,1563.69,1373.75,1343.96,1037.67,1007.27,1096.96,1026.31,803.46
100,7853.525904,4347.369268,2236.177832,1842.833208,2902.77,2101.6,1792.87,1307.11,1167.28,1136.59,1105.64,882.74
101,15121.14182,5934.70555,3042.556166,2427.539879,1359.31,1327.42,1063.67,800.41,852.41,877.75,767.9,778.39
102,3817.397703,2303.522657,1340.597499,1062.017561,812.55,774.26,793.07,627.16,579.53,566.33,573.84,540.81
103,11392.1845,4819.261724,1700.607409,1360.915877,893.83,795.61,908.57,1055.74,813.59,855.98,1112.11,988.12
104,3939.840991,2364.454762,1388.645192,1066.517715,715.4,679.74,704.83,606.86,544.54,576.39,577.82,543.53
105,3835.531062,1914.609014,1318.883049,1177.485368,792.06,753.5,801.68,656.89,639.83,1.11,1.11,1.1
106,40771.70039,16276.3119,8804.142984,5404.910921,2307.83,1713.04,1647.73,1182.7,1133.6,1180.96,793.6,632.42
107,2698.20926,1377.30151,1041.353044,935.6653672,756.99,749.98,751.97,640.74,636.95,638.37,618.8,603.1
108,13634.70879,7878.230451,3580.586194,1943.07479,1939.69,1223.4,1365.39,950.06,847.9,793.32,613.65,1.19
109,6119.719366,3089.822516,1982.983684,1780.746865,1192.33,940.12,834.69,698.59,662.19,639.85,626.05,591.86
110,5554.666919,3253.846702,2010.309329,1740.561486,1022,894.6,787.49,654.37,631.12,631.01,607.96,559.95
111,3598.9041,1941.498014,1303.208428,1058.410338,730.82,625.21,661.74,592.31,555.74,547.58,549.93,535.7
112,7723.217071,4345.179879,2897.688762,2390.558283,1278.41,1224.01,955.45,735.64,735.76,689.69,616.99,566.06
113,7956.330223,3290.947227,1793.709587,1535.552916,872.25,809.93,857.42,683.71,684.51,796.99,741.7,736.52
114,4674.859458,2371.984648,1396.734049,1104.310439,754.97,684.6,726.61,635.48,601.56,612.63,616.08,591.82
115,15005.87578,8998.178981,6007.8258,4842.014751,2874.11,2474.83,2405.02,1838.03,1792.02,1645.53,1152.17,979.27
116,2240.362426,2333.20762,1420.122319,1079.829438,782.9,756.21,749.55,690.92,643.68,656.75,639.89,604.17
117,13661.45922,7044.913195,2501.216511,1857.882536,1278.51,1200.9,1085.09,1076.32,930.8,907.43,1099.6,1028.8
118,4428.449846,2470.891364,1610.857808,1307.511473,792.38,721.65,710.11,609.84,564.23,588.9,580.9,556.08
119,3838.997135,2272.740803,1451.834951,1287.96432,781.79,648.83,680.92,601.02,557.87,549.61,551.02,540.43
120,28026.337,10768.92457,4369.620542,2692.317049,1949.34,1966.77,1749.5,1957.49,1430.41,1365.56,1272.67,1242.29
121,2122.874671,1045.823409,894.2657349,897.7802824,987.86,844.96,807.21,712.91,613.89,604.51,669.97,594.26
122,4561.020599,2361.662742,1403.613289,1111.446678,817.01,777.95,809.29,640.05,607.75,615.38,616.05,556.25
123,1913.516304,834.1798423,727.3633576,826.3550135,996.91,809.65,738.07,699.27,615.03,610.26,660.22,580.47
124,80804.41351,38601.21259,13401.04116,8055.977584,3930.69,2656.52,2248.3,1994.89,1591.15,1312.5,936.77,779.68
125,4988.44267,2765.394351,1616.451492,1220.003815,2290.54,1930.6,1553.79,1269.42,1185.65,1040.03,985.59,993.16
126,3212.452495,1401.328288,1297.611584,1322.581887,759.29,664.54,1.2,1.16,1.15,1.1,1.1,1.09
127,9867.12303,3371.302602,2009.994325,1335.840937,802.38,1.41,1.67,1.31,1.23,1.25,1.2,1.16
128,4965.313333,2534.357575,1462.047775,1294.752884,809.35,765.18,966.41,799.83,708.09,674.61,640.4,616.32
129,19582.61444,9086.939242,4295.550693,2584.137311,1463.02,1430.14,1230.02,995.54,1249.24,1042.6,921.06,842.24
130,18119.30878,9335.1841,5708.162586,4461.258695,3695.61,3235.36,2650.52,1881.24,1964.69,1820.55,1524.06,1349.79
131,3942.63392,2354.085415,1388.119724,1065.913164,734.8,674,702.7,610.86,553.79,578.81,573.56,547.05
132,5455.734601,2504.506136,1670.343526,1373.368483,1789.08,1543.11,1474.6,1104.04,1073.96,1125.52,1031.62,823.37
133,9547.660969,4851.897039,1911.264822,1670.639497,836.19,785.89,1107.62,876.82,720.66,696.95,663.42,623.17
134,4284.807939,1873.926113,1563.963574,1449.926843,796.28,692.44,668.83,607.34,587.7,563.76,549.12,543.87
135,7372.015633,5611.270044,2734.920577,2052.851707,1765.32,1728.44,1688.14,1231.87,1062.72,1008.17,751.91,727.62
136,18027.18571,9377.008935,5708.162586,4462.482599,1977.64,1894.41,1606.93,1273.51,1184.44,1025.9,947.29,978.36
137,26404.98538,15588.97483,11878.3965,5840.663739,2298.79,2.47,1.86,1.92,2.11,2,1.33,1.17
138,19550.0907,8259.846187,5529.440455,4465.245779,1137.47,866.65,1105.26,958.73,772.63,765.69,658.12,588.22
139,3248.446379,2300.140857,1405.699247,1140.220382,1541.6,1241.45,1068.57,893.92,967.13,881.07,680.78,626.54
140,4254.591775,2360.252037,1393.555625,1093.353561,773.08,707.95,749.83,625.81,601.61,616.33,609.83,539.59
141,4561.020599,2359.414606,1394.264762,1092.4341,745.93,682.92,725.95,629.11,589.4,612.8,604.24,557.71
142,8836.667361,3905.413761,2073.612226,1762.441903,1629.79,1372.89,1252.35,992.72,868.58,909.04,929.02,815.78
143,3627.804008,2266.417385,1316.81729,1057.810384,766.88,642.15,673.97,610.39,550.22,543.28,552.56,539.27
144,6181.663381,3055.74999,1986.495611,1752.024251,1060.17,978.8,842.24,682.54,664.86,642.83,637.63,596.41
145,92767.83216,48409.38274,16641.0209,9972.084152,4943.77,2902.22,2296.05,2067.91,1613.78,1316.4,936.45,788.94
146,4345.521883,2210.40057,1335.723784,1025.60788,767.69,762.9,902.62,647.64,643.63,1.35,1.13,1.15
147,4909.618836,3289.835673,2059.247118,1716.241526,1970.71,1455.84,1513.73,1048.94,930.64,992.85,809.82,666.47
148,33477.41446,14562.76966,6170.533474,4931.881089,2208.4,2157.57,1884.42,2049.38,1913.21,1919,1607.9,1552.01
149,19082.37274,9355.54683,5714.271214,4462.482599,2810.07,2439.24,2341.94,1694.27,1427.77,1193.4,1273.39,1146.05
150,11869.29352,5785.644785,4208.500049,2618.227161,3103.67,2552.19,2064.63,1376.29,1538.46,1407.31,1121.44,879.6
151,6271.264464,3429.488185,2147.856803,1787.510932,1515.89,1333.74,1223.11,975.24,810.1,725.9,808.13,669.4
152,32366.19897,11352.70685,4658.716118,3135.813543,1925.89,1819.55,1704.72,1746.56,1407.39,1283.63,1402.55,1694.53
153,4903.143002,2434.463895,1480.252389,1215.057444,785.86,693.8,737.92,631.73,602.96,626.48,616.66,588.59
154,7773.987217,3455.863469,1773.650277,1764.653529,1264.21,1080.79,1295.78,896.85,765.54,704.72,681.78,630.44
155,7194.18472,3487.623608,1983.427051,1691.962423,1097.42,1056.02,1302.54,964.67,773.07,719.28,675.3,629.26
156,4179.819609,2368.456787,1393.555625,1093.053692,750.33,694.15,751.55,621.28,578.65,607.3,602.66,545.69
157,8234.70744,3855.107982,2068.828067,1761.442872,1212.78,1114.02,974.93,715.82,716.7,758.04,752.7,752.38
158,4440.192248,2347.686479,1149.253354,1050.163681,1151.28,1030.53,886.1,782.18,717.62,712.45,782.15,682.14
159,12592.58872,6158.122989,2137.836684,1821.602068,4971.29,3067.61,2121.59,2215.99,1709.38,1713.28,1553.42,1248.73
160,28895.65753,11423.91889,6755.042486,5263.703277,1171.45,1.54,1.72,1.52,1.41,1.44,1.24,1.17
161,44942.72722,18076.56796,7649.272867,5196.753272,8459.56,4663.61,4127.44,4158.08,4287.86,3864.47,4181.61,3379.35
162,3150.283225,1304.623992,577.6636588,598.60238,742.24,705.07,719.45,619.4,179.53,1.1,1.1,1.09
163,3817.397703,2303.286586,1341.104978,1062.328462,727.16,653.03,697.06,601.66,552.84,544.69,552.7,545.74
164,4962.467486,2960.139127,1905.934297,1683.97014,1025.19,850.09,777.09,670.42,592.34,566.61,550.79,546.54
165,3057.015089,1265.708325,882.7564264,720.8682886,750.14,706.51,723.01,645.46,635.63,638.12,619.02,601.4
166,21425.78608,9571.98546,6350.228249,2975.522647,1650.9,1299.86,1238.15,990.66,1035.91,1025.87,675.66,505.3
167,5691.278449,2916.608253,1853.817362,1478.484396,1345.8,1098.8,1187.2,879.79,803.39,780.57,651.37,626.78
168,14182.60848,9092.164359,6898.609251,4883.364028,7492.5,4141.52,3124.9,2356.7,2863.64,2457.87,2000.19,1612.47
169,4022.916227,2393.967242,1393.028299,1106.197016,847.12,700.74,754.52,677.57,583.72,617.22,574.74,556.14
170,4284.807939,1873.926113,1563.963574,1449.926843,848.85,776.62,709.26,615.75,601.97,564.42,557.68,546.3
171,6024.891176,3306.669117,2012.855366,1783.823972,1192.43,1114.6,896.6,884.07,678.59,713.27,593.38,571.86
172,3766.466599,2305.244619,1393.732673,1161.663345,771.52,638.26,676.36,593.38,554.32,553,547.37,535.5
173,4305.047412,1465.073201,1076.191363,824.1502028,757.65,751.55,898.39,664.96,643.47,580.41,1.11,1.1
174,4032.017255,2129.986597,1445.515987,1263.000237,1054.34,1020.96,1055.77,865.75,755.26,691.52,633.07,618.23
175,6847.182274,2566.534188,1494.480285,1100.32557,784.92,771.86,993.01,720.62,645.95,1.16,1.15,1.12
176,2078.808962,1635.681392,1012.994087,1021.290479,750.82,709.14,726.46,639.46,637.14,637.14,636.1,601.76
177,11954.48706,6437.865406,3139.529861,2204.829601,3741.55,2704.77,1920.95,1680.92,1526.31,1158.96,1088.93,923.05
178,4798.177757,3120.80591,1897.843426,1685.395955,1497.27,1205.7,1024.4,912.35,728.11,644.41,711.43,614.59
179,4533.630486,2193.109046,1304.240836,1043.70497,1078.93,949.95,861.9,762.65,658.79,690.49,761.68,657.84
180,6336.291848,3410.697172,1507.375497,1325.277558,817.29,729.18,909.19,741.95,653.98,670.44,639.92,611.74
181,4717.836707,2629.27845,1660.656417,1607.479796,1992.15,1548.25,1422.42,1119.56,1012.41,1001.22,915.86,755.12
182,2698.20926,933.2144151,456.1516282,457.6767622,740.72,705.35,724.3,638.23,636.72,638.37,618.63,598.27
183,13234.02976,7495.959314,5774.096853,4826.861467,1810.09,1625.85,1338.47,1183.88,1297.34,1348.08,845.29,858.1
184,17102.23891,9043.762147,5147.041323,3558.662773,1863.33,1685.21,1670.96,1192.21,1070.05,1043.89,737.11,721.21
185,2010.974476,972.5961583,1028.338639,945.814347,1061.41,890.55,745.41,712.68,649.24,630.18,661.69,604.43
186,26615.49645,10751.44376,4369.620542,2688.783916,2126.91,1968.94,1692.39,1587.89,1428.3,1337.44,1519.96,1208.1
187,27691.42779,18905.47297,11022.17249,7636.914481,5127.57,2526.63,1804.56,1736.7,1526.42,1206.67,1216.59,946.06
188,43570.54804,18009.78322,7652.168472,5178.55068,8346.97,4667.74,4082.05,4116.92,4309.44,3925.73,4199.6,3533.59
189,5235.325114,3253.561192,2009.798016,1706.429324,1146.6,1063.13,864.41,667.11,633.7,663.76,625.73,556.48
190,3948.93033,2359.106802,1392.673988,1071.305445,751.41,685.54,729.69,616.44,556.4,575.43,591.34,544.01
191,2914.407683,1773.882446,1118.110656,932.4276841,757.04,737.68,732.96,638.29,635.7,638.84,618.83,551.01
192,4901.358285,3486.470604,2212.193827,1761.689295,1147.97,998.23,844.57,672.56,625.54,571.75,555.23,546.76
193,81776.89623,27187.25594,13282.36522,8225.213899,4807.85,2290.21,1856.65,1490.95,1404.41,1269.38,789.67,1.35
194,3885.578327,2349.566749,1378.019389,1065.939757,811.18,770.08,811.24,632.2,568.48,570.51,566.98,532.39
195,29102.59293,12608.24665,5808.494728,4480.106066,3806.32,3425.59,2900.41,2220.94,2591.65,2453.38,1971.43,1743.71
196,5869.458245,2985.355741,1454.168505,1111.506794,749.68,713.26,747.17,653.08,607.71,614.69,667.86,633.05
197,25415.02818,10238.93641,5611.727204,4370.977506,7228.15,4166.26,3575,2270.16,2533.41,2274.01,1847.23,1719.02
198,35554.36959,17443.68517,6415.451718,4941.756879,5465.69,3863.18,3271.59,3543.68,3415.31,3314.59,2575.12,2088.33
199,4740.540394,2411.755256,1401.659564,1127.591301,860.67,708.01,767.04,693.35,606.36,645.78,606.59,600.77
200,4795.35642,2561.21197,1713.793192,1495.712816,808.97,777.29,760.51,651.74,613.13,602.99,604.92,553.43
201,3830.955138,2306.532092,1355.866762,1062.492,751.96,652.87,718.72,610.28,552.45,543.78,559.81,539.69
202,6896.736091,3416.617175,2081.99164,1770.025353,1575.5,1361.57,1319.63,982.49,809.88,748.22,865.06,728.96
203,12173.95957,7076.361751,5209.722178,4136.935694,4107.2,3087.25,2610.46,1831.14,1787.65,1616.84,1272.32,1124.64
204,104340.0242,39875.16267,13654.55736,9048.274282,5318.69,2943.98,2364.08,2139.82,1732.77,1066.11,2.19,1.74
205,7732.427926,3838.732482,2066.616464,1761.926107,1091.19,1066.03,898.1,703.76,673.92,655.52,689.48,635.37
206,12676.92022,4807.970528,1764.766211,1383.343689,992.83,960.54,1011.57,1078.28,867.77,937.23,1161.99,1111.23
207,22049.32567,10529.67698,4321.50915,2650.344114,2595.04,2533.77,2073.88,2588.8,1588.84,1381.69,1454.79,1204.19
208,7717.102687,3241.426367,1701.852485,1442.781828,999.93,947.33,1280.61,906.53,798.93,758.88,671.17,633.13
209,44942.72722,18155.69637,7652.168472,5201.127186,8309.79,4629.5,3786.1,4054.61,4057.62,3824.9,3921.32,3205.32
210,13548.74879,7320.252774,4617.99533,3286.989124,1750.08,1305.05,1288.81,1036.35,998.38,939.74,702.78,633.69
211,3598.9041,1758.045934,1273.004404,1064.327132,781.31,625.82,660.89,620.29,541.41,541.19,547.06,534.93
212,4184.803013,2360.494198,1401.837875,1111.121402,1111.69,933.68,874.18,815.4,660.26,686.41,725.4,594.63
213,2132.008757,1080.161338,1018.820871,870.6010813,1054.18,896.6,752.08,710.63,651.88,631.69,662.35,600.39
214,2048.613278,784.5463862,455.9846247,475.0505711,741.12,706,723.99,639.45,637.35,638.18,636.32,604.04
215,23770.51952,9018.218827,6387.396701,5084.541652,1167.94,1.54,1.7,1.5,1.41,1.44,1.22,1.16
216,3790.990027,4623.204277,2046.249183,1740.276278,1094,1040.97,988.48,907.18,762.54,709.08,657.81,615.99
217,3598.9041,1733.809766,1273.004404,1050.428475,716.25,628.67,661.6,591.9,551.6,545.67,548.88,539.74
218,28038.97577,10768.92457,4369.620542,2692.317049,5666.25,3799.49,2996.66,2945.02,2431.62,2196.64,2185.61,1657.33
219,1991.430364,973.046085,820.8026999,935.6226886,1026.02,832.09,803.2,712.26,609.47,608.4,657.01,576.83
220,5549.372933,3268.179345,2011.070324,1741.548674,1073.74,1070.36,904.02,670.65,654.24,661.05,637.62,564.86
221,6982.753005,3125.538394,1688.03245,1361.894008,949.27,901.4,876.56,677.73,665.48,678.05,744.53,734.98
222,6343.426007,3421.092971,2149.336598,1791.227089,998.52,911.8,854.28,687.12,658.35,634.55,632.71,610.57
223,5837.254535,2806.24085,1412.401231,1073.280489,801.04,769.67,1030.02,684.03,646.8,1.36,1.15,1.16
224,3598.9041,1904.545051,1303.208428,1058.410338,735.58,637.91,667.55,597.63,557.98,546.3,549.3,535.51
225,26677.60957,10820.9951,4631.423464,3125.212476,4452.26,3391.42,2916.43,2441.63,2434.58,2155.5,1870.35,1770.02
226,3757.333102,2297.595269,1340.597499,1061.726287,1115.69,969.72,1183.66,884.51,693.1,644.04,723.2,610.62
227,5165.770011,3721.044562,1863.388133,1290.013669,1636.06,1531.5,1427.58,1009.69,1007.59,941.09,707.5,668.75
228,4561.020599,2361.662492,1394.792556,1093.353561,814.31,786.09,830.23,648.75,609.86,614.34,623.1,553.43
229,3598.9041,2125.575668,1314.60454,1058.120053,723.16,627.75,642.52,587.52,554.82,550.32,546.18,537.4
230,4728.651652,2387.248752,1398.22544,1107.537641,764.79,697.76,759.42,658.27,592.49,609.62,622.46,583.7
